random_state,test_size,model,rmse,mae,r2,train_time
0,0.3,LinearRegression,0.2695830357089678,0.20398421047547396,0.7177411446769812,0.028398990631103516
0,0.3,RandomForest,0.18501990342969882,0.13058145302988394,0.8670466278899258,1.0433409214019775
0,0.3,GradientBoosting,0.21801691462529088,0.16991026303023465,0.8153952653450478,0.46994996070861816
0,0.3,XGBoost,0.17819256123539334,0.13616012735214364,0.8766777052631951,0.14692997932434082
0,0.3,LightGBM,0.18512548034606643,0.14239602617577643,0.86689485165762,0.34246397018432617
0,0.3,CatBoost,0.20033692085158283,0.15736513245987044,0.8441221360478114,0.1169278621673584
0,0.25,LinearRegression,0.26941112853745625,0.20454466500326163,0.7241263602401965,0.003931999206542969
0,0.25,RandomForest,0.18690862828377106,0.13196292565711795,0.8672184166608,1.048112154006958
0,0.25,GradientBoosting,0.21532590726704307,0.16884794504865902,0.8237732978164952,0.5198049545288086
0,0.25,XGBoost,0.17927710926985757,0.13638158465193045,0.8778400561847045,0.14284276962280273
0,0.25,LightGBM,0.1840593002480427,0.1409972703424852,0.8712359358414078,0.29596877098083496
0,0.25,CatBoost,0.19942768071592662,0.15637883658785967,0.8488354276645004,0.09556984901428223
0,0.2,LinearRegression,0.2697989224750798,0.20452839283082824,0.7300163175176698,0.0035881996154785156
0,0.2,RandomForest,0.18879278470075517,0.13254916468174677,0.8678010883633698,1.1000230312347412
0,0.2,GradientBoosting,0.2150454492146137,0.16894575850445995,0.8284788784172084,0.5466060638427734
0,0.2,XGBoost,0.17944803443825452,0.13637654532580723,0.8805642045367549,0.1370699405670166
0,0.2,LightGBM,0.18429538088820502,0.14133862449954887,0.8740245275777571,0.29131317138671875
0,0.2,CatBoost,0.19956800021555363,0.15646637341508013,0.852280133699029,0.09397697448730469
0,0.15,LinearRegression,0.27218643932797265,0.20511444211668856,0.7226685208276817,0.0035331249237060547
0,0.15,RandomForest,0.18578644246540532,0.1314532776455633,0.8707905622044658,1.1368141174316406
0,0.15,GradientBoosting,0.21488201004079113,0.1686284261150331,0.8271512214138267,0.5552570819854736
0,0.15,XGBoost,0.18056245051585304,0.13752870476235052,0.8779546942499215,0.13820385932922363
0,0.15,LightGBM,0.18375902639574332,0.1402791591892679,0.8735952011826471,0.29524898529052734
0,0.15,CatBoost,0.20029615356672306,0.15748848136427224,0.8498202358361131,0.09347367286682129
21,0.3,LinearRegression,0.2635811971297561,0.20079702018655277,0.729344247133966,0.0030388832092285156
21,0.3,RandomForest,0.1793276620996126,0.12714441548683186,0.8747196426363784,0.9666898250579834
21,0.3,GradientBoosting,0.21219093607519135,0.1650353062326389,0.8245949601251353,0.4586498737335205
21,0.3,XGBoost,0.17479815760669515,0.13364431056688572,0.8809684436883742,0.13551020622253418
21,0.3,LightGBM,0.18043395819309596,0.13837418790203132,0.8731691324645419,0.2860298156738281
21,0.3,CatBoost,0.1969225519024938,0.1540111405743978,0.8489296203679675,0.08728694915771484
21,0.25,LinearRegression,0.26297030274800864,0.20007189888589486,0.7343664043789796,0.0032761096954345703
21,0.25,RandomForest,0.1761625435754299,0.12407040854001979,0.8807943794355966,1.0266780853271484
21,0.25,GradientBoosting,0.2113305767246771,0.163345103646969,0.8284486007576416,0.4959559440612793
21,0.25,XGBoost,0.17123672122716377,0.13124220380694768,0.8873675852088353,0.13697314262390137
21,0.25,LightGBM,0.177792185230896,0.13656277171964662,0.8785786872590027,0.28418993949890137
21,0.25,CatBoost,0.19555777668325613,0.15253048356418691,0.8531006850939264,0.11625218391418457
21,0.2,LinearRegression,0.2638740369409372,0.2014380188652179,0.7371492667599986,0.0035810470581054688
21,0.2,RandomForest,0.17835853197748092,0.12560490266224317,0.879910883822205,1.0984270572662354
21,0.2,GradientBoosting,0.21226765335217557,0.16470983716723367,0.8299081488139965,0.5279481410980225
21,0.2,XGBoost,0.17339559200770543,0.1337017127632245,0.886501015468373,0.1388108730316162
21,0.2,LightGBM,0.18052566458010688,0.13943788800017243,0.8769748862597088,0.2895317077636719
21,0.2,CatBoost,0.1956226303897534,0.15338593948411444,0.8555378550934228,0.09125614166259766
21,0.15,LinearRegression,0.2597126788465584,0.199043158783526,0.741605503387174,0.0034601688385009766
21,0.15,RandomForest,0.18035556778067668,0.12734584079305206,0.8753890910291001,1.1500790119171143
21,0.15,GradientBoosting,0.2086634000601812,0.1619345220439811,0.8332025083356265,0.558657169342041
21,0.15,XGBoost,0.171140722979182,0.13225885287868483,0.8877972036730437,0.14527511596679688
21,0.15,LightGBM,0.17663570020503166,0.1372674335564306,0.8804763287118029,0.2919652462005615
21,0.15,CatBoost,0.19220772463944583,0.15068180883629206,0.858473218283178,0.09395194053649902
42,0.3,LinearRegression,0.26391172192171897,0.19959623535853183,0.7366166239297478,0.003022909164428711
42,0.3,RandomForest,0.17798674979933893,0.12706910986521208,0.8802028890598615,0.9888381958007812
42,0.3,GradientBoosting,0.21206693938482415,0.16384898775394627,0.8299342194511568,0.46921706199645996
42,0.3,XGBoost,0.174631634025124,0.13281838986252661,0.8846767600966373,0.13580894470214844
42,0.3,LightGBM,0.17842448108444872,0.13634050988735796,0.8796129190067195,0.28488802909851074
42,0.3,CatBoost,0.19636485968730322,0.15266193410876286,0.8541862286505113,0.0864708423614502
42,0.25,LinearRegression,0.26527226556457956,0.199601026970582,0.7320822149919272,0.0031859874725341797
42,0.25,RandomForest,0.17982266732400393,0.1275726040966559,0.87688620416916,1.032325029373169
42,0.25,GradientBoosting,0.21277873011500262,0.16378583464954072,0.8276250011331225,0.49524497985839844
42,0.25,XGBoost,0.17538695247563446,0.13213262152631433,0.8828850291241968,0.13743305206298828
42,0.25,LightGBM,0.1792130116700035,0.13651808577233526,0.8777195783963417,0.28690361976623535
42,0.25,CatBoost,0.19804732527586963,0.15346081338591386,0.8506669917437406,0.09116101264953613
42,0.2,LinearRegression,0.26626836309058816,0.2007847459342242,0.73328952665263,0.003329038619995117
42,0.2,RandomForest,0.17893817191510605,0.12794571028727836,0.8795499663635269,1.1044058799743652
42,0.2,GradientBoosting,0.2127643309410088,0.16362587000513645,0.8297063016284909,0.5292789936065674
42,0.2,XGBoost,0.17387116557306292,0.1318900073515846,0.886274968890707,0.1375570297241211
42,0.2,LightGBM,0.1786133728369308,0.13613677895328233,0.8799868385337184,0.28961706161499023
42,0.2,CatBoost,0.19628270366849346,0.15303271323269585,0.8550677627448693,0.09173393249511719
42,0.15,LinearRegression,0.26811845854787414,0.20366924237105696,0.735668830813426,0.0033500194549560547
42,0.15,RandomForest,0.1741148450882816,0.12539121653809462,0.888527805569876,1.170140027999878
42,0.15,GradientBoosting,0.21081409760796788,0.16286769460058634,0.8365841231447348,0.56125807762146
42,0.15,XGBoost,0.1704292861229321,0.12943099236252983,0.8931970130195287,0.14042901992797852
42,0.15,LightGBM,0.1745470807417659,0.1337215147451714,0.8879736648544074,0.29065394401550293
42,0.15,CatBoost,0.19492894727419824,0.15250687927321951,0.8602835237627868,0.09155893325805664
73,0.3,LinearRegression,0.25827898606782945,0.1957341100830599,0.7437354532745,0.003496885299682617
73,0.3,RandomForest,0.18007979322159742,0.1288263209971811,0.8754222885982392,1.027129888534546
73,0.3,GradientBoosting,0.20895477926655098,0.162936352156848,0.8322683576505796,0.4706079959869385
73,0.3,XGBoost,0.17597390159425644,0.13376586859185097,0.8810383695696088,0.13617682456970215
73,0.3,LightGBM,0.18119961326353745,0.13867647662796975,0.8738681067785716,0.2867300510406494
73,0.3,CatBoost,0.19676236476641795,0.15397322102301608,0.8512714141719747,0.0869607925415039
73,0.25,LinearRegression,0.26151804868102757,0.19730390985781135,0.7393210084252669,0.003612041473388672
73,0.25,RandomForest,0.18062562184134995,0.1285487835040367,0.8756455277891888,1.0499188899993896
73,0.25,GradientBoosting,0.21027914927991695,0.16370481037460125,0.8314630536849126,0.5058062076568604
73,0.25,XGBoost,0.1770660187303776,0.134386550693759,0.8804985587986831,0.1363840103149414
73,0.25,LightGBM,0.18157497566126782,0.13904021684189022,0.8743348982174793,0.2872331142425537
73,0.25,CatBoost,0.19709262645281408,0.15402884508650697,0.8519380543782532,0.0909430980682373
73,0.2,LinearRegression,0.2591982638330476,0.19557960269932645,0.7454997552507441,0.003317117691040039
73,0.2,RandomForest,0.1773944374233278,0.12717575621685098,0.8807923784658663,1.12089204788208
73,0.2,GradientBoosting,0.20918936785933395,0.1633368162057248,0.8342310284715537,0.5384888648986816
73,0.2,XGBoost,0.17378748039173628,0.13339801617329114,0.8855907861386277,0.14170598983764648
73,0.2,LightGBM,0.17773513987624914,0.13721709725081782,0.8803340401837301,0.30039501190185547
73,0.2,CatBoost,0.19484215596770046,0.153773018871243,0.8561897368822484,0.09456706047058105
73,0.15,LinearRegression,0.25849960948731016,0.19465912368597288,0.7475570111414775,0.0036008358001708984
73,0.15,RandomForest,0.17481674015918092,0.12564393533059523,0.8845458452865276,1.179760217666626
73,0.15,GradientBoosting,0.20891294036911054,0.1623280233736105,0.8351176327563549,0.5727548599243164
73,0.15,XGBoost,0.17133257689749,0.13157726848989867,0.8891020738981262,0.13901901245117188
73,0.15,LightGBM,0.17678771509380725,0.13594142365656253,0.8819277888663988,0.2888607978820801
73,0.15,CatBoost,0.19456265319427835,0.15250382252377295,0.8569912894756577,0.09607338905334473
101,0.3,LinearRegression,0.2593275169214787,0.19826943375831152,0.7373990932377736,0.0030059814453125
101,0.3,RandomForest,0.1882538577837081,0.13326312185947026,0.8616157107585193,1.0209791660308838
101,0.3,GradientBoosting,0.2120611745602606,0.16567075801330405,0.824401281103676,0.5215520858764648
101,0.3,XGBoost,0.17848491589520743,0.1357069345985787,0.8756052487701095,0.1497666835784912
101,0.3,LightGBM,0.18422382412478241,0.1409481069034392,0.8674771996637567,0.2884972095489502
101,0.3,CatBoost,0.19904166188183667,0.15627124527215874,0.8453011816814782,0.0857841968536377
101,0.25,LinearRegression,0.2587022101673076,0.19647124393278334,0.7402891053656268,0.0032858848571777344
101,0.25,RandomForest,0.18663146138594253,0.13172741486992584,0.8648364456686726,1.0710949897766113
101,0.25,GradientBoosting,0.2110923103337916,0.16411124863943977,0.8270841848069618,0.5072441101074219
101,0.25,XGBoost,0.17592002260188697,0.13370099579153266,0.8799062421595296,0.1367170810699463
101,0.25,LightGBM,0.1819742712838725,0.1386533006478566,0.8714980056273083,0.28563404083251953
101,0.25,CatBoost,0.19726761471708104,0.1543473965836091,0.8489914710939784,0.09136795997619629
101,0.2,LinearRegression,0.25809435944956405,0.1955402358637703,0.7444597616579631,0.003299713134765625
101,0.2,RandomForest,0.18399060385731292,0.13042526170224777,0.8701345698307215,1.1240160465240479
101,0.2,GradientBoosting,0.21257910621086748,0.165285597798835,0.8266421858574016,0.5446968078613281
101,0.2,XGBoost,0.1753255179304468,0.13287748804338925,0.8820786262504589,0.13802313804626465
101,0.2,LightGBM,0.18060085309608803,0.13700573694626525,0.874875641538123,0.287168025970459
101,0.2,CatBoost,0.19731475537161527,0.15373986803811518,0.850644439610928,0.09133791923522949
101,0.15,LinearRegression,0.260106113414066,0.19777696509561316,0.7386410712031141,0.0034809112548828125
101,0.15,RandomForest,0.18408969330496733,0.13062491530034867,0.8690832636061752,1.179595947265625
101,0.15,GradientBoosting,0.21334190198615538,0.16578522402978563,0.8241717931238134,0.5717723369598389
101,0.15,XGBoost,0.17571713534496292,0.13326080367083892,0.8807208732580997,0.14023399353027344
101,0.15,LightGBM,0.18139421873425832,0.13727961540978795,0.8728890089594089,0.2909677028656006
101,0.15,CatBoost,0.1986253125560421,0.15513247608410827,0.8475928263893051,0.09784293174743652
123,0.3,LinearRegression,0.26385582795426976,0.2005306447935169,0.7308040735906448,0.003229856491088867
123,0.3,RandomForest,0.17980251093441862,0.12833740318347983,0.8749952240530745,1.0359258651733398
123,0.3,GradientBoosting,0.21017740517115485,0.16519782095628344,0.8291924146310183,0.49559926986694336
123,0.3,XGBoost,0.1750259661568886,0.13243921176784487,0.8815486352977184,0.14030098915100098
123,0.3,LightGBM,0.18144863620934007,0.13889078215863837,0.8726958627433942,0.2914600372314453
