random_state,test_size,model,rmse,mae,r2,train_time
123,0.3,CatBoost,0.19467048808082785,0.15275640070113652,0.8534670351769152,0.09238791465759277
123,0.25,LinearRegression,0.26461858763261126,0.20117729044930147,0.7325322770472924,0.003233194351196289
123,0.25,RandomForest,0.1806935110410274,0.1286644858578793,0.8752858303248601,1.1136958599090576
123,0.25,GradientBoosting,0.21345959629444364,0.16783658472530985,0.8259547986842819,0.5228281021118164
123,0.25,XGBoost,0.17632148432612266,0.13378536179462158,0.881247939865103,0.1415247917175293
123,0.25,LightGBM,0.1811751526305407,0.1385370982663089,0.8746200888040156,0.2789580821990967
123,0.25,CatBoost,0.19654832335277334,0.154717106701157,0.8524397531548882,0.08919000625610352
123,0.2,LinearRegression,0.26287582546383464,0.19893639803677393,0.7277225461538583,0.003206968307495117
123,0.2,RandomForest,0.17543236225127812,0.12570204778886226,0.8787365822348927,1.1416339874267578
123,0.2,GradientBoosting,0.2097304093161995,0.164721205680093,0.8266861815613162,0.5445070266723633
123,0.2,XGBoost,0.17120454791258405,0.13131245262553198,0.8845109055081839,0.13758015632629395
123,0.2,LightGBM,0.17653430774578807,0.13599759958073443,0.8772084109504854,0.2820870876312256
123,0.2,CatBoost,0.19281010371800428,0.15172579560553098,0.8535228240217226,0.09494495391845703
123,0.15,LinearRegression,0.26278638529293813,0.2003128130683958,0.7320222735665267,0.0033440589904785156
123,0.15,RandomForest,0.17649072592419032,0.12536253310757806,0.8791249254903721,1.1906638145446777
123,0.15,GradientBoosting,0.20962928019884516,0.16433413001919697,0.8294715430933397,0.5721027851104736
123,0.15,XGBoost,0.1732974505417459,0.13191679707408455,0.8834593802489185,0.1385948657989502
123,0.15,LightGBM,0.17703248570972813,0.13584192539526926,0.8783817050000813,0.2861819267272949
123,0.15,CatBoost,0.19377576007179328,0.15187646721292897,0.8542891558895752,0.09371376037597656
2024,0.3,LinearRegression,0.2663619152037148,0.1996392440248389,0.7143330487882515,0.0030829906463623047
2024,0.3,RandomForest,0.18046906850288313,0.12588037525943935,0.8688641923377874,1.0086472034454346
2024,0.3,GradientBoosting,0.21308387417897157,0.16279616046183787,0.8171828599853151,0.4781529903411865
2024,0.3,XGBoost,0.17377914516189577,0.1306158122913364,0.8784063052700595,0.13598108291625977
2024,0.3,LightGBM,0.1805317251097294,0.13620976532743964,0.868773119101252,0.28739094734191895
2024,0.3,CatBoost,0.19751050344918888,0.15178180094427263,0.8429289546884589,0.08423805236816406
2024,0.25,LinearRegression,0.2682592764538351,0.20016281352293358,0.7134864629158585,0.003144979476928711
2024,0.25,RandomForest,0.17656086467251783,0.12280619815757086,0.8758849225919079,1.0702111721038818
2024,0.25,GradientBoosting,0.21440172969829152,0.1634621719228438,0.8169826688868087,0.5118961334228516
2024,0.25,XGBoost,0.1724724042966423,0.129842291523231,0.8815664128488891,0.1363229751586914
2024,0.25,LightGBM,0.17926877520495377,0.1354114714648303,0.8720486268394652,0.28584885597229004
2024,0.25,CatBoost,0.19689875122999365,0.1510080324604284,0.8456446908374441,0.09173917770385742
2024,0.2,LinearRegression,0.267284345761921,0.1989035838960378,0.7151248011354645,0.003175020217895508
2024,0.2,RandomForest,0.17726011429207578,0.12291479442720542,0.8747061819431129,1.1333041191101074
2024,0.2,GradientBoosting,0.2139701719423949,0.16307267923523938,0.8174364530083473,0.5434708595275879
2024,0.2,XGBoost,0.17054692455479759,0.12823369872697174,0.8840167222062596,0.13749098777770996
2024,0.2,LightGBM,0.17812553864286168,0.13426027273851954,0.8734797693656612,0.28635597229003906
2024,0.2,CatBoost,0.19679361609062668,0.15101543999753822,0.8455707345895281,0.09076786041259766
2024,0.15,LinearRegression,0.2723024881330968,0.2002964699136997,0.7072460379776279,0.0038018226623535156
2024,0.15,RandomForest,0.17829746044921588,0.12235625766643941,0.8744866628237717,1.1906228065490723
2024,0.15,GradientBoosting,0.21601631698436463,0.16389525441385847,0.8157647718800963,0.5763759613037109
2024,0.15,XGBoost,0.17159921879445802,0.12865943509463912,0.8837400385015195,0.1395268440246582
2024,0.15,LightGBM,0.17822663609505576,0.1341976816843515,0.8745863572947059,0.29189300537109375
2024,0.15,CatBoost,0.19803566829980893,0.15139176845860447,0.8451588462724613,0.09563970565795898
999,0.3,LinearRegression,0.26706098446255633,0.2031859234147071,0.7284254758438122,0.003064870834350586
999,0.3,RandomForest,0.18435333467400813,0.1299953114257152,0.8705893163378368,1.0160939693450928
999,0.3,GradientBoosting,0.2166487341207171,0.16705712141811566,0.8212769992409065,0.49216318130493164
999,0.3,XGBoost,0.18058032219412357,0.13602908085737914,0.8758322009154436,0.1365509033203125
999,0.3,LightGBM,0.18573143723281293,0.14051035192675504,0.868647308893145,0.29451608657836914
999,0.3,CatBoost,0.20003314713482437,0.15484992489051475,0.8476396114158775,0.09034109115600586
999,0.25,LinearRegression,0.2684926855103823,0.20457933467397546,0.726933673618971,0.0032503604888916016
999,0.25,RandomForest,0.1824023444121695,0.12941247857569874,0.8739728653941929,1.144874095916748
999,0.25,GradientBoosting,0.214343110680683,0.16514806422101977,0.8259707340098366,0.5234348773956299
999,0.25,XGBoost,0.17798484566216355,0.13553726803742638,0.8800033055361473,0.13778305053710938
999,0.25,LightGBM,0.18366793211426116,0.1398178106109782,0.8722179348070427,0.28356409072875977
999,0.25,CatBoost,0.1984060310597847,0.15397249828179724,0.8508878716573001,0.09187483787536621
999,0.2,LinearRegression,0.2698931275206389,0.20509076305321208,0.7236696879049584,0.003378152847290039
999,0.2,RandomForest,0.1809032944206232,0.12926483326463087,0.8758525432003174,1.1397581100463867
999,0.2,GradientBoosting,0.2140556505687503,0.1657300639974523,0.8261805909858386,0.5492982864379883
999,0.2,XGBoost,0.17570714299320522,0.13425230250640913,0.8828819831404028,0.13813304901123047
999,0.2,LightGBM,0.18294842778154935,0.13935026889102117,0.8730296727754886,0.2863447666168213
999,0.2,CatBoost,0.1976916358982358,0.15336616814441395,0.8517408636019127,0.09336328506469727
999,0.15,LinearRegression,0.26150173086666706,0.19867557721106777,0.7278862393484009,0.003490924835205078
999,0.15,RandomForest,0.1803183515202432,0.12912209968943414,0.8706158057502876,1.1951889991760254
999,0.15,GradientBoosting,0.21126929164703534,0.16445369248121117,0.8223872571005275,0.5803098678588867
999,0.15,XGBoost,0.1736434488513607,0.13290582862977485,0.8800174259217695,0.1601407527923584
999,0.15,LightGBM,0.17989581762579174,0.13852152608981252,0.8712214585278778,0.29498982429504395
999,0.15,CatBoost,0.19635427097622773,0.15343515092147575,0.8465799665014738,0.09363913536071777
